stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1302,8704,Weston Rd at Church St,,43.702978,-79.525105,,,,,,1
1303,7504,Pleasant Blvd at Avoca Ave,,43.688313,-79.389151,,,,,,1
1304,7127,Senlac Rd at Sheppard Ave West,,43.759325,-79.422808,,,,,,1
1305,1920,Don Mills Rd at The Donway East (North),,43.740691,-79.344191,,,,,,1
1306,2994,Pape Ave at Floyd Ave,,43.687582,-79.348221,,,,,,1
1307,7678,Ellesmere Rd at Birchmount Rd,,43.763213,-79.29162,,,,,,1
1309,9137,Calvington Dr at Dalraith Rd East Side,,43.731968,-79.490034,,,,,,1
1310,3125,53 St Regis Cres (South),,43.754702,-79.485537,,,,,,1
1311,3761,Islington Ave at Aylesbury Rd,,43.666523,-79.533099,,,,,,1
1312,4912,Coxwell Ave at Sammon Ave,,43.68867,-79.325674,,,,,,1
1314,9740,Barber Greene Rd at Don Mills Rd West Side,,43.727601,-79.341556,,,,,,1
1315,3646,Glencairn Ave at Dalemount Ave,,43.711263,-79.432802,,,,,,1
1316,3788,Islington Ave at Fairway Rd North Side,,43.655037,-79.527877,,,,,,1
1317,4821,Brimley Rd at Finch Ave East,,43.80535,-79.277042,,,,,,1
1318,3284,1919 Albion Rd,,43.746286,-79.619354,,,,,,1
1319,6086,Sheppard Ave West at Rivalda Rd,,43.73481,-79.533737,,,,,,1
1320,165,Bathurst St at Lawrence Ave West,,43.719105,-79.42961,,,,,,1
1321,1837,Danforth Ave at Sibley Ave,,43.690361,-79.292442,,,,,,1
1322,3527,Dundas St West at Willard Ave West Side,,43.665718,-79.488659,,,,,,1
1325,7752,Opposite 15 Fenmar Dr,,43.759283,-79.535507,,,,,,2
1326,6588,Middlefield Rd at McNicoll Ave,,43.820307,-79.262243,,,,,,1
1327,5276,Lawrence Ave East at Howden Rd,,43.746988,-79.287822,,,,,,1
1329,1939,Don Mills Rd at Goodview Rd,,43.783994,-79.35303,,,,,,1
1330,3362,Brimley Rd South at Kingston Rd South Side,,43.717705,-79.240255,,,,,,1
1331,6433,Huntingwood Dr at Brimley Rd,,43.798545,-79.273112,,,,,,1
1333,11096,Scarborough Golf Club Rd at Brimorton Dr,,43.769696,-79.218495,,,,,,1
1334,5710,Midland Ave at Kilcullen Castle Gate South Side,,43.80947,-79.290016,,,,,,1
1335,7982,Millwood Rd at Village Station Rd,,43.701944,-79.357766,,,,,,1
1338,8940,Yonge Blvd at Esgore Dr South Side,,43.740686,-79.414736,,,,,,1
1339,5664,McCowan Rd at Brimorton Dr,,43.765576,-79.249121,,,,,,1
1340,5610,Martin Grove Rd at Eglinton Ave West North Side,,43.674908,-79.563145,,,,,,1
1341,2255,Eglinton Ave East at Bruce Park Ave,,43.710528,-79.38007,,,,,,1
1342,4309,Kipling Ave at Farr Ave North Side,,43.744337,-79.582407,,,,,,1
1343,301,Bayview Ave at Heathcote Ave,,43.752072,-79.384794,,,,,,2
1344,5367,Lawrence Ave West at Duval Dr,,43.709838,-79.474431,,,,,,1
1345,2875,1050 McNicoll Ave,,43.804164,-79.333421,,,,,,1
1346,12197,Kennedy Rd at Purcell Sq South Side,,43.817073,-79.304258,,,,,,1
1347,6880,The Queensway at Smith Cres,,43.625834,-79.505342,,,,,,1
1348,9328,Baldoon Rd at Crow Trail,,43.813482,-79.231714,,,,,,1
1349,8895,Wilson Heights Blvd at Clifton Ave,,43.758743,-79.462791,,,,,,1
1350,8918,Woodbine Ave at Gerrard St East,,43.680685,-79.310607,,,,,,1
1351,6079,Sheppard Ave West at Laura Rd,,43.73797,-79.519976,,,,,,1
1352,898,Danforth Ave at Linnsmore Cres,,43.681899,-79.329933,,,,,,1
1353,5168,Lake Shore Blvd West at Third St,,43.601881,-79.500644,,,,,,1
1354,9833,Steeles Ave East at Brimley Rd,,43.828448,-79.286833,,,,,,1
1356,9069,York Mills Rd at Bayview Ave West Side,,43.748013,-79.38482,,,,,,1
1357,9441,Danforth Rd at Warden Ave,,43.697668,-79.274787,,,,,,1
1358,7766,230 Ian MacDonald Blvd,,43.775944,-79.507154,,,,,,2
1359,7451,Windermere Ave at Coe Hill Dr,,43.641325,-79.474456,,,,,,1
1360,2652,Glenorchy Rd at Saintfield Ave South Side,,43.728122,-79.36502,,,,,,1
1362,2346,Eglinton Ave West at Elmsthorpe Ave,,43.703986,-79.411032,,,,,,1
1363,8796,Willowdale Ave at Centre Ave,,43.793106,-79.412083,,,,,,2
1364,7154,Sheppard Ave East at Birchmount Rd,,43.780868,-79.298317,,,,,,1
1365,3177,Wilmington Ave at Codsell Ave,,43.755325,-79.45387,,,,,,1
1366,5567,Markham Rd at Kingston Rd,,43.738896,-79.2173,,,,,,1
1367,7857,Humber College Blvd at Finch Ave West South Side,,43.733717,-79.610132,,,,,,1
1368,401,Birchmount Rd at Denison St,,43.832967,-79.318991,,,,,,1
1369,12602,Markham Rd at McNicoll Ave,,43.824152,-79.248125,,,,,,2
1371,8824,Willowdale Ave at Silverview Dr,,43.786828,-79.409531,,,,,,1
1372,6956,Rockcliffe Blvd at Caesar Ave North Side,,43.679361,-79.490326,,,,,,2
1373,3759,Islington Ave at Aviemore Dr,,43.748528,-79.56845,,,,,,1
1374,3434,Chesswood Dr at Vanley Cres (South),,43.759446,-79.477988,,,,,,1
1375,2465,Faywood Blvd at Clanton Park Rd,,43.743635,-79.448587,,,,,,1
1376,3712,Horner Ave at Beta St,,43.603337,-79.538381,,,,,,1
1377,9812,Sheppard Ave East at Vandorf St,,43.803095,-79.155949,,,,,,1
1378,2813,Lawrence Ave East at Blaine Dr,,43.734799,-79.35908,,,,,,1
1379,1484,Rathburn Rd at Ivybridge Dr West Side,,43.648527,-79.585255,,,,,,2
1380,11695,Shaw St at King St West North Side,,43.641791,-79.415057,,,,,,1
1381,4733,Yonge St at St Clair Ave East - St. Clair Station,,43.687897,-79.393924,,,,,,1
1383,3935,Jane St at Weston Rd,,43.69169,-79.501113,,,,,,2
1384,4786,Avenue Rd at Lawrence Ave West,,43.722064,-79.415331,,,,,,1
1385,2186,Dundas St West at Sheridan Ave,,43.649721,-79.433841,,,,,,2
1386,8415,Vaughan Rd at Louise Ave,,43.684178,-79.421198,,,,,,1
1387,2376,Eglinton Ave West at Little Blvd,,43.693751,-79.458683,,,,,,1
1389,4141,King St East at Parliament St,,43.65291,-79.363021,,,,,,1
1390,8997,Yonge St at Glengrove Ave East,,43.719313,-79.400922,,,,,,1
1391,11784,Parkside Dr at High Park Blvd,,43.645008,-79.456353,,,,,,1
1392,8365,Thorncliffe Park Dr at Pat Moore Dr South Side,,43.708846,-79.344305,,,,,,1
1393,9447,Donlands Ave at Millwood Rd,,43.697193,-79.34892,,,,,,1
1395,8713,Weston Rd at Craydon Ave,,43.690365,-79.498482,,,,,,1
1396,7033,Royal York Rd at Trehorne Dr South Side,,43.690038,-79.530124,,,,,,1
1397,7117,Senlac Rd at Elmhurst Ave South Side,,43.760358,-79.423261,,,,,,1
1398,4164,King St West at Dowling Ave,,43.636552,-79.438719,,,,,,2
1399,11293,Finch Ave West at Highway 27 West Side,,43.73404,-79.604094,,,,,,1
1400,6306,90 Commander Blvd,,43.793732,-79.2663,,,,,,1
1401,8478,Victoria Park Ave at Lawrence Ave East,,43.742303,-79.310044,,,,,,1
1402,5472,Leslie St at Rippleton Rd,,43.742689,-79.35795,,,,,,2
1403,811,College St at Bathurst St,,43.656336,-79.407836,,,,,,2
1404,6884,The Queensway at The East Mall,,43.616252,-79.546531,,,,,,1
1405,50,Avenue Rd at Boswell Ave,,43.67262,-79.395613,,,,,,2
1406,1889,Dawes Rd at Dentonia Park Ave,,43.692236,-79.29716,,,,,,2
1407,3339,Belfield Rd at McCulloch Ave,,43.702447,-79.573153,,,,,,1
1408,12100,Corporate Dr at Lee Centre Dr (West),,43.780433,-79.247143,,,,,,1
1410,261,Bay St at Queen St West,,43.651684,-79.381439,,,,,,1
1411,8341,Teak Ave at Carnforth Rd,,43.737394,-79.317564,,,,,,1
1412,6490,Kingston Rd at Manse Rd,,43.774713,-79.178071,,,,,,1
1413,250,Bay St at Grosvenor St,,43.66238,-79.386209,,,,,,1
1414,1410,O'Connor Dr at Derwyn Rd,,43.696467,-79.335009,,,,,,1
1415,2069,Dufferin St at Lawrence Ave West North Side,,43.714493,-79.454638,,,,,,1
1416,2158,Dundas St West at Dovercourt Rd,,43.649365,-79.424889,,,,,,2
1417,5599,Martin Grove Rd at Bethridge Rd North Side,,43.707846,-79.57813,,,,,,1
1419,4204,Kingston Rd at Bellamy Rd South,,43.732376,-79.224488,,,,,,1
1420,1478,Rathburn Rd at Walkway to Alanmeade Cres,,43.656155,-79.558725,,,,,,1
1421,13956,Roywood Dr at Marbury Cres (East),,43.764221,-79.333938,,,,,,1
1422,8546,Warden Ave at Cass Ave,,43.775838,-79.306372,,,,,,1
1423,8430,Victoria Park Ave at Amsterdam Ave,,43.715142,-79.298512,,,,,,1
1425,7152,Sheppard Ave East at Bayview Ave East Side - Bayview Station,,43.766665,-79.387427,,,,,,1
1426,4307,Kipling Ave at Evans Ave North Side,,43.616344,-79.524766,,,,,,1
1427,5838,Mt Pleasant Rd at Roslin Ave,,43.730321,-79.398227,,,,,,1
1428,14121,Islington Ave at Rexdale Blvd South Side,,43.715136,-79.555271,,,,,,1
1429,12039,Queen's Plate Dr West at Janda Crt,,43.722865,-79.601188,,,,,,1
1430,3304,Barkdene Hills at Brooklawn Ave,,43.716585,-79.233773,,,,,,1
1431,8048,68 Railside Rd,,43.737946,-79.322386,,,,,,1
1432,7133,Sheppard Ave East at Walkway to Burrows Hall Blvd,,43.796945,-79.222996,,,,,,1
1433,1028,Dupont St at Spadina Rd West Side - Dupont Station,,43.674888,-79.407407,,,,,,1
1434,5545,Maple Leaf Dr at Jane St,,43.709365,-79.505335,,,,,,1
1435,4469,Markham Rd at Milner Ave,,43.789774,-79.237366,,,,,,1
1436,2532,Finch Ave East at Middlefield Rd,,43.809716,-79.257907,,,,,,1
1437,2769,Kingston Rd at Brinloor Blvd,,43.74133,-79.214529,,,,,,1
1438,6343,Davean Dr at Woodsworth Rd West Side,,43.76265,-79.364615,,,,,,1
1439,11524,Royalcrest Rd at Leading Rd East Side,,43.750423,-79.607085,,,,,,1
1440,2379,Eglinton Ave West at Marlee Ave,,43.697932,-79.439508,,,,,,1
1441,541,Bloor St West at Mapledawn Rd,,43.632914,-79.573329,,,,,,1
1443,5373,Lawrence Ave West at Good Shepherd Crt,,43.71314,-79.458605,,,,,,1
1444,7348,Spadina Rd at Davenport Rd,,43.677147,-79.407959,,,,,,1
1445,2275,Eglinton Ave East at Ionview Rd,,43.731274,-79.27128,,,,,,1
1447,9456,Cosburn Ave at Woodbine Ave,,43.696293,-79.317537,,,,,,1
1449,3927,Jane St at St Clair Ave West,,43.667629,-79.492109,,,,,,2
1450,3337,Belfield Rd at Martin Grove Rd,,43.701705,-79.576011,,,,,,1
1452,7578,Carlingview Dr at Dixon Rd,,43.68704,-79.595817,,,,,,1
1453,8448,Victoria Park Ave at Deanvar Ave South Side,,43.745244,-79.311028,,,,,,1
1455,9689,Gerrard St East at Clonmore Dr,,43.688532,-79.278699,,,,,,1
1456,6692,Pharmacy Ave at Dewey Dr,,43.755116,-79.309498,,,,,,1
1457,4885,Church St at Uphill Ave,,43.708489,-79.508686,,,,,,1
1458,6081,Sheppard Ave West at Magellan Dr,,43.73954,-79.509788,,,,,,1
1459,837,College St at McCaul St,,43.659061,-79.393721,,,,,,2
1461,8917,Woodbine Ave at Eastwood Rd,,43.676586,-79.309075,,,,,,1
1462,2313,Eglinton Ave East at Sutherland Dr,,43.713201,-79.36698,,,,,,1
1463,9679,Brimley Rd at Steeles Ave East North Side,,43.82885,-79.287081,,,,,,1
1464,9784,Steeles Ave East at Walkway to Scoville Sq,,43.827819,-79.288717,,,,,,1
1465,4095,Kennedy Rd at Lawrence Ave East,,43.749286,-79.274696,,,,,,1
1466,8595,Warden Ave at Minford Ave North Side,,43.737216,-79.291294,,,,,,1
1467,6275,111 Cactus Ave,,43.791796,-79.433834,,,,,,1
1468,4695,Victoria Park Ave at Swanwick Ave,,43.684926,-79.285674,,,,,,1
1469,892,Danforth Ave at Greenwood Ave,,43.681346,-79.332469,,,,,,1
1471,2686,Guildwood Pkwy at Prince Philip Blvd,,43.746245,-79.202992,,,,,,1
1472,9446,Donlands Ave at Wolverton Ave,,43.696232,-79.345562,,,,,,1
1473,10535,Warden Ave at Steeles Ave East,,43.819365,-79.324229,,,,,,1
1474,709,Caledonia Rd at Cartwright Ave,,43.721696,-79.469256,,,,,,1
1475,2960,Morningside Ave at Milner Ave,,43.800408,-79.199317,,,,,,1
1476,6798,Pritchard Ave at Jane St East Side,,43.66956,-79.492402,,,,,,2
1477,282,Bayview Ave at Byng Ave North Side,,43.782213,-79.391381,,,,,,1
1478,11516,Maple Leaf Dr at Roadway to 290-300 Queens Dr Apartments,,43.709687,-79.502436,,,,,,1
1479,2168,Dundas St West at Huron St,,43.653245,-79.396248,,,,,,2
1480,2839,Bingham Loop,,43.68146,-79.285,,,,,,2
1481,6755,Pharmacy Ave at Stellarton Rd,,43.713755,-79.292742,,,,,,1
1483,9650,Lawrence Ave East at McCowan Rd,,43.755706,-79.245279,,,,,,1
1484,8417,Vaughan Rd at Maplewood Ave South Side,,43.685684,-79.422035,,,,,,1
1485,7722,Ellesmere Rd at Dundalk Dr West Side,,43.765185,-79.284336,,,,,,1
1486,4076,Kennedy Rd at Cornwallis Dr South Side,,43.751587,-79.275821,,,,,,1
1487,8489,Opposite 2791 Victoria Park Ave,,43.782185,-79.326411,,,,,,1
1488,10260,Morning Star Dr at Collett Rd,,43.710376,-79.649557,,,,,,2
1489,5354,Lawrence Ave West at Via Bagnato,,43.71448,-79.452245,,,,,,2
1490,6504,Lambton Ave at Guestville Ave,,43.682894,-79.489445,,,,,,2
1491,5829,Mt Pleasant Rd at Lawrence Cres,,43.724052,-79.396478,,,,,,1
1492,5390,Lawrence Ave West at Marlee Ave West Side,,43.715591,-79.447093,,,,,,1
1493,3233,Yonge St at Irwin Ave,,43.666768,-79.385426,,,,,,1
1495,7020,Royal York Rd at Castlebar Rd South Side,,43.632338,-79.505182,,,,,,1
1496,4586,Roselawn Ave at Chaplin Cres,,43.705564,-79.424184,,,,,,1
1497,864,Cosburn Ave at Todmorden Lane,,43.690184,-79.345205,,,,,,1
1498,13664,Markham Rd at Highglen Ave,,43.851489,-79.254731,,,,,,1
1499,10673,Ormskirk Ave at Ripley Ave East Side,,43.639262,-79.475792,,,,,,1
1500,4854,Carlaw Ave at Dundas St East,,43.664707,-79.341479,,,,,,2
1502,8616,Warden Ave at Walkway to Seagrave Cres,,43.809176,-79.322148,,,,,,1
1503,4971,Dixon Rd at Chetta Pl,,43.696037,-79.551671,,,,,,1
1504,387,Birchmount Rd at Canadian Rd,,43.761471,-79.290724,,,,,,2
1505,5440,Leslie St at Eglinton Ave East,,43.717819,-79.350442,,,,,,2
1506,1353,44 Milner Ave,,43.785124,-79.253539,,,,,,2
1507,283,Bayview Ave at Byng Ave South Side,,43.781659,-79.391546,,,,,,1
1509,7466,York Mills Rd at Banbury Rd (East),,43.752639,-79.365268,,,,,,1
1510,4835,Brimley Rd at Walkway to Goldhawk Trail,,43.818639,-79.28304,,,,,,1
1512,1680,Albion Rd at Beaumonde Heights Park West Side,,43.738716,-79.573613,,,,,,2
1513,7061,Runnymede Rd at Glenwood Ave,,43.65703,-79.478841,,,,,,1
1516,8692,3636 Weston Rd,,43.759232,-79.544263,,,,,,1
1517,5101,Gary Dr at Langside Ave,,43.711282,-79.518289,,,,,,1
1518,7378,Summerhill Ave at Maclennan Ave,,43.685729,-79.377692,,,,,,2
1519,7557,Birchmount Rd at Raleigh Ave,,43.701761,-79.265833,,,,,,1
1520,2869,McCaul St at Queen St West,,43.650329,-79.389837,,,,,,2
1521,2830,Lesmill Rd at York Mills Rd North Side,,43.755081,-79.352084,,,,,,1
1522,7738,Eringate Dr at Sanctbury Pl,,43.661653,-79.578729,,,,,,1
1523,1269,Markland Dr (West) at Bloor St West North Side,,43.629667,-79.580248,,,,,,1
1524,9188,York Mills Rd at Bayview Ave,,43.74787,-79.384519,,,,,,1
1525,6536,Maclennan Ave at Douglas Dr,,43.684806,-79.377845,,,,,,1
1526,25,Annette St at Durie St,,43.659636,-79.482199,,,,,,1
1527,1596,Steeles Ave West at Petrolia Rd,,43.782395,-79.490224,,,,,,1
1528,3983,Keele St at Sir William Hearst Ave,,43.724529,-79.48185,,,,,,1
1529,4206,Kingston Rd at Birchcliff Ave,,43.691611,-79.264661,,,,,,1
1530,6681,Pharmacy Ave at Comstock Rd,,43.71919,-79.294806,,,,,,1
1533,4662,Tapscott Rd at Lighthall Cres North Side,,43.810955,-79.235578,,,,,,1
1535,8152,St Clair Ave West at Bathurst St,,43.682988,-79.418395,,,,,,1
1536,3656,Glencairn Ave at Glenmount Ave,,43.711786,-79.430404,,,,,,2
1537,9598,Nugget Ave at Markham Rd West Side,,43.798528,-79.241813,,,,,,1
1539,13526,The Bridle Walk at Major Mackenzie Dr East,,43.899444,-79.309415,,,,,,1
1540,499,Bloor St West at Brunswick Ave,,43.665998,-79.40732,,,,,,1
1542,3944,Jane St at Yewtree Blvd North Side,,43.755135,-79.516962,,,,,,1
1543,5798,Mortimer Ave at Woodycrest Ave,,43.686491,-79.344572,,,,,,1
1545,3417,Chaplin Cres at Oriole Pkwy,,43.697898,-79.403592,,,,,,1
1546,6100,Southwood Dr at Williamson Rd,,43.674546,-79.296404,,,,,,2
1547,9603,Nugget Ave at McCowan Rd,,43.792335,-79.258866,,,,,,1
1548,2491,Finch Ave East at Birchmount Rd,,43.799172,-79.305756,,,,,,1
1550,4914,Coxwell Ave at Springdale Blvd,,43.687212,-79.32509,,,,,,2
1551,10945,Queens Quay/Ferry Docks Station,,43.641806,-79.377186,,,,,,1
1552,12028,McNicoll Ave at Boxdene Ave,,43.818577,-79.269377,,,,,,1
1553,6381,Flemington Rd at Blossomfield Dr North Side,,43.719203,-79.448181,,,,,,1
1554,9453,Cosburn Ave at Roosevelt Rd East Side,,43.693505,-79.330567,,,,,,1
1555,6195,The Westway at Martin Grove Rd East Side,,43.683365,-79.566594,,,,,,1
1558,2716,Islington Ave at Beaumonde Heights Dr North Side,,43.742858,-79.567695,,,,,,1
1559,5646,Martin Grove Rd at Silverstone Dr,,43.75081,-79.598364,,,,,,1
1560,5580,Markham Rd at Progress Ave,,43.781634,-79.233561,,,,,,2
1561,2307,Eglinton Ave East at Rosemount Dr,,43.730969,-79.273818,,,,,,1
1562,2460,Faywood Blvd at Almore Ave,,43.745627,-79.448995,,,,,,1
1563,7873,Jesmond Ave at Cedric Ave,,43.690034,-79.437502,,,,,,2
1565,5799,Mortimer Ave at Woodycrest Ave,,43.686686,-79.344244,,,,,,1
1566,812,College St at Bathurst St,,43.65657,-79.407339,,,,,,2
1567,4346,Kipling Ave at North Heights Rd,,43.66486,-79.545581,,,,,,2
1568,8729,Weston Rd at Habitant Dr,,43.746053,-79.541212,,,,,,1
1570,11614,Steeles Ave East at Walkway to Joycedale St,,43.833683,-79.264264,,,,,,1
1571,9818,4325 McCowan Rd (Milliken Park Rec Centre),,43.828928,-79.275068,,,,,,1
1573,2227,The East Mall at Yarn Rd,,43.632288,-79.553477,,,,,,1
1574,11835,Vaughan Rd at Oakwood Ave East Side,,43.691979,-79.439825,,,,,,1
1575,903,Danforth Ave at Monarch Park Ave,,43.682686,-79.327079,,,,,,1
1576,7996,Norelco Dr at Ormont Dr,,43.767357,-79.534477,,,,,,2
1577,950,Davenport Rd at Ossington Ave East Side,,43.674664,-79.43042,,,,,,1
1578,4756,Airport Rd at Hull St,,43.70411,-79.642841,,,,,,2
1579,8084,Sentinel Rd at Fountainhead Rd North Side,,43.762623,-79.500454,,,,,,1
1581,4139,King St East at Ontario St,,43.651864,-79.365876,,,,,,1
1582,932,Davenport Rd at Caledonia Park Rd East Side,,43.671107,-79.450521,,,,,,1
1583,962,Donlands Ave at Floyd Ave,,43.689149,-79.340977,,,,,,1
1584,3993,Keele St at Flamborough Dr,,43.703006,-79.476876,,,,,,1
1585,907,Danforth Ave at Playter Blvd,,43.676835,-79.355193,,,,,,1
1586,1954,Don Mills Rd at Moatfield Dr South Side,,43.758327,-79.34732,,,,,,1
1587,5538,Main St at Swanwick Ave,,43.682102,-79.299333,,,,,,1
1588,9567,Nugget Ave at Dovedale Crt,,43.796749,-79.24753,,,,,,1
1589,7181,Sheppard Ave East at Durnford Rd,,43.800865,-79.150843,,,,,,1
1591,9627,The East Mall at The Queensway,,43.61622,-79.546041,,,,,,1
1592,9467,Cosburn Ave at Greenwood Ave,,43.692125,-79.337602,,,,,,2
1593,5156,Lake Shore Blvd West at Twenty Second St,,43.597338,-79.521251,,,,,,1
1594,7405,Varna Dr at Lawrence Ave West,,43.717831,-79.437849,,,,,,1
1596,369,Bellamy Rd North at Painted Post Dr,,43.760591,-79.236272,,,,,,1
1597,9969,Lawrence Ave East at Opposite Walkway to Ridgewood Rd,,43.786215,-79.12498,,,,,,2
1598,2089,Dufferin St at Shanly St,,43.663251,-79.436864,,,,,,1
1599,3799,Islington Ave at Gosfield Gate South Side,,43.725271,-79.560044,,,,,,1
1600,4610,Spadina Rd at Heath St West,,43.686674,-79.411904,,,,,,1
1602,354,Bellamy Rd North at Ellesmere Rd South Side,,43.773883,-79.241768,,,,,,1
1603,9290,Drewry Ave at Hilda Ave,,43.785533,-79.42422,,,,,,1
1605,2449,Evans Ave at Kipling Ave,,43.616042,-79.524347,,,,,,1
1606,2170,Dundas St West at Lansdowne Ave,,43.650111,-79.440135,,,,,,2
1607,2929,Opposite 1275 Morningside Ave,,43.803405,-79.200274,,,,,,1
1608,3394,Calvington Dr at Exbury Rd,,43.730998,-79.495198,,,,,,2
1609,156,Bathurst St at Blue Flag Gate,,43.768648,-79.441865,,,,,,1
1612,1055,Finch Ave East at McCowan Rd,,43.807845,-79.266726,,,,,,1
1613,9299,115 Skyway Ave,,43.683855,-79.583031,,,,,,1
1615,669,Burnhamthorpe Rd at Martin Grove Rd,,43.64852,-79.549756,,,,,,1
1616,8505,Victoria Park Ave at St Clair Ave East,,43.708618,-79.295766,,,,,,1
1617,6985,Royal York Rd at Country Club Dr,,43.674485,-79.523222,,,,,,2
1618,7375,Stephen Dr at Whitworth Ave North Side,,43.632813,-79.48521,,,,,,1
1619,3722,Horner Ave at Judson St,,43.611721,-79.51549,,,,,,1
1620,4818,Brimley Rd at Chartland Blvd South,,43.801619,-79.274871,,,,,,1
1621,411,Birchmount Rd at Finch Ave East,,43.798743,-79.305691,,,,,,1
1623,491,Bloor St West at Bathurst St,,43.665017,-79.411321,,,,,,1
1624,7110,Senlac Rd at Burnett Ave,,43.762414,-79.424112,,,,,,1
1626,2337,Eglinton Ave West at Ronald Ave,,43.694247,-79.456973,,,,,,1
1627,573,Bloor St West at Queens Park,,43.668555,-79.394305,,,,,,1
1628,11843,Lambton Ave at Beechwood Ave East Side,,43.681788,-79.494374,,,,,,1
1630,9037,Yonge St at Crescent Rd South Side - Rosedale Station,,43.676573,-79.389457,,,,,,1
1631,5864,45 Norfinch Dr,,43.757191,-79.526818,,,,,,1
1632,4596,Sheppard Ave West at Kodiak Cres (South),,43.751865,-79.466919,,,,,,1
1633,3852,Islington Ave at Westhampton Dr South Side,,43.70418,-79.550141,,,,,,2
1635,5954,Ossington Ave at Churchill Ave,,43.651764,-79.421588,,,,,,1
1636,11608,Steeles Ave East at Shadlock St,,43.834084,-79.261385,,,,,,1
1637,4748,6355 Airport Rd,,43.691085,-79.62516,,,,,,2
1638,466,Birchmount Rd at Walkway to Ambercroft Blvd,,43.813872,-79.313644,,,,,,1
1639,623,Brimley Rd at Dorcot Ave South Side,,43.758728,-79.257178,,,,,,1
1640,10220,Harbord St at Manning Ave,,43.660422,-79.41477,,,,,,1
1641,2482,Finch Ave East at Alamosa Dr,,43.789011,-79.373464,,,,,,1
1642,334,Bedford Rd at Davenport Rd,,43.674533,-79.399915,,,,,,1
1643,14244,Warden Ave at Glenburn Forest Way,,43.877573,-79.339413,,,,,,1
1644,6899,The Queensway at Loma Rd,,43.625085,-79.508653,,,,,,1
1645,2750,Kennedy Rd at Danforth Rd North Side,,43.71552,-79.260971,,,,,,1
1646,61,Avenue Rd at Dupont St,,43.677107,-79.397418,,,,,,1
1647,8699,Weston Rd at Bradstock Rd,,43.739191,-79.539595,,,,,,1
1650,1420,O'Connor Dr at Pape Ave,,43.693341,-79.35014,,,,,,1
1651,13316,Opposite 2650 St Clair Ave West,,43.666472,-79.496591,,,,,,2
1652,7115,Senlac Rd at Ellerslie Ave,,43.768501,-79.426542,,,,,,2
1653,3088,Queen St West at Spadina Ave,,43.648886,-79.396062,,,,,,1
1654,10543,Warden Ave at Highway 7,,43.855541,-79.333641,,,,,,1
1655,7701,Ellesmere Rd at Mornelle Crt,,43.785001,-79.195193,,,,,,1
1656,150,Bathurst St at Heathdale Rd South Side,,43.688764,-79.420688,,,,,,2
1657,5589,Martin Grove Rd at Albion Rd,,43.742431,-79.594611,,,,,,2
1658,8139,St Clair Ave East at Denvale Rd,,43.704379,-79.318373,,,,,,1
1659,7810,Harbord St at Grace St,,43.659844,-79.417575,,,,,,1
1661,273,Bayview Ave at Garnier Park,,43.801054,-79.395495,,,,,,1
1662,5677,McCowan Rd at St Andrews Rd,,43.760033,-79.246706,,,,,,1
1663,5942,O'Connor Dr at Woodbine Ave,,43.699767,-79.319601,,,,,,1
1664,4402,Lansdowne Ave at Dupont St,,43.666865,-79.446607,,,,,,1
1665,1739,Birchmount Rd at Danforth Ave,,43.697222,-79.26419,,,,,,1
1666,2478,Ferris Rd at Squires Ave,,43.704938,-79.298704,,,,,,1
1667,5448,Leslie St at Greyhound Dr South Side,,43.792031,-79.368629,,,,,,1
1668,8989,Yonge St at Finch Ave West - Finch Station,,43.779948,-79.415773,,,,,,1
1669,1433,38 Orfus Rd,,43.719707,-79.459476,,,,,,1
1670,4490,Milvan Dr at Penn Dr (North),,43.755316,-79.55831,,,,,,1
1672,4002,Keele St at Ingram Dr,,43.699279,-79.475771,,,,,,1
1675,9099,Steeprock Dr at Whitehorse Rd,,43.758296,-79.472614,,,,,,1
1676,9672,Park Rd (Zoo) at Kirkhams Rd East Side,,43.818209,-79.17505,,,,,,2
1677,236,Bay St at Charles St West South Side,,43.667981,-79.388876,,,,,,1
1678,4007,Keele St at Lawrence Ave West North Side,,43.709426,-79.478013,,,,,,1
1680,7946,Victoria Park Ave Loop at Steeles Ave East,,43.81662,-79.341413,,,,,,1
1681,8398,Upper Highland Cres at Munro Blvd,,43.746221,-79.396657,,,,,,2
1682,972,Donlands Ave at Somers Ave South Side,,43.684304,-79.338993,,,,,,1
1683,5636,Martin Grove Rd at Rampart Rd,,43.734111,-79.590525,,,,,,1
1684,6382,Flemington Rd at Blossomfield Dr,,43.719114,-79.448356,,,,,,1
1685,7453,Windermere Pl at Windermere Ave,,43.63814,-79.47108,,,,,,1
1686,4503,Old Weston Rd at Rockwell Ave,,43.67668,-79.464001,,,,,,1
1687,3886,Jane St at Eglinton Ave West North Side,,43.684858,-79.498753,,,,,,1
1688,2834,44 Longbourne Dr,,43.680204,-79.568671,,,,,,1
1689,10527,Ellesmere Rd at Calverley Trail,,43.78949,-79.176571,,,,,,1
1690,818,College St at Brock Ave,,43.651699,-79.436456,,,,,,2
1691,8998,Yonge St at Glengrove Ave West,,43.719635,-79.401209,,,,,,1
1692,2944,Morningside Ave at Fordover Dr,,43.75464,-79.180318,,,,,,1
1693,2558,Finch Ave East at Tapscott Rd,,43.814063,-79.237335,,,,,,1
